Date,Open,High,Low,Close,Volume
2010-11-30,278.04998779296875,284.5,265.0,269.25,382708
2010-12-01,270.0,281.0,270.0,278.20001220703125,297510
2010-12-02,279.0,289.0,278.7749938964844,285.2250061035156,204652
2010-12-03,282.5,282.5,272.625,278.92498779296875,140796
2010-12-06,279.0,294.5,276.7749938964844,281.2749938964844,319162
2010-12-07,281.5,303.45001220703125,278.0,293.17498779296875,594964
2010-12-08,293.125,294.95001220703125,284.0,286.6499938964844,141176
2010-12-09,289.5,289.5,270.0,275.42498779296875,152684
2010-12-10,270.0,297.5,261.0249938964844,290.625,260940
2010-12-13,292.57501220703125,307.79998779296875,291.4750061035156,304.8500061035156,331898
2010-12-14,305.5,320.0,305.5,315.625,283396
2010-12-15,319.8500061035156,321.25,305.0,306.95001220703125,101272
2010-12-16,307.0,320.0,300.0,317.95001220703125,126990
2010-12-20,318.0,323.0,312.5,319.3999938964844,216904
2010-12-21,321.3500061035156,321.3500061035156,310.75,312.07501220703125,32564
2010-12-22,313.0,315.70001220703125,306.0,307.0249938964844,31830
2010-12-23,292.0,318.79998779296875,292.0,307.45001220703125,66576
2010-12-24,307.5,313.79998779296875,303.29998779296875,311.1499938964844,23326
2010-12-27,314.70001220703125,319.8999938964844,310.25,317.1499938964844,77554
2010-12-28,317.75,318.0,308.3500061035156,310.29998779296875,31823
2010-12-29,311.0,314.3999938964844,310.0,311.5,17106
2010-12-30,312.79998779296875,318.0,306.3500061035156,311.8999938964844,30604
2010-12-31,316.75,319.0,314.0,316.45001220703125,47992
2011-01-03,318.0,324.75,308.0,308.8500061035156,83627
2011-01-04,301.45001220703125,312.45001220703125,301.45001220703125,302.3999938964844,93610
2011-01-05,303.5,321.0,289.79998779296875,294.54998779296875,113839
2011-01-06,290.04998779296875,305.0,290.04998779296875,298.0,77302
2011-01-07,298.8999938964844,299.0,288.0,289.04998779296875,92302
2011-01-10,292.8999938964844,292.8999938964844,282.0,286.29998779296875,34168
2011-01-11,286.29998779296875,294.0,284.0,287.5,103156
2011-01-12,289.0,290.0,270.54998779296875,279.54998779296875,117099
2011-01-13,282.0,287.5,278.20001220703125,279.79998779296875,139909
2011-01-14,280.0,281.5,271.8500061035156,277.8500061035156,126165
2011-01-17,274.95001220703125,274.95001220703125,264.1499938964844,264.79998779296875,49644
2011-01-18,265.5,266.95001220703125,252.35000610351562,253.5,122572
2011-01-19,253.5,266.95001220703125,246.0,251.4499969482422,584167
2011-01-20,252.6999969482422,256.79998779296875,246.0,248.60000610351562,128800
2011-01-21,248.0,248.0,243.0,245.39999389648438,65801
2011-01-24,240.3000030517578,248.5,240.3000030517578,245.0,133675
2011-01-25,247.39999389648438,254.5,245.14999389648438,252.10000610351562,119423
2011-01-27,255.8000030517578,255.8000030517578,238.5500030517578,244.10000610351562,137418
2011-01-28,242.0,247.8000030517578,224.10000610351562,235.14999389648438,234681
2011-01-31,230.0,251.0,220.0,232.60000610351562,219617
2011-02-01,233.0,234.89999389648438,225.6999969482422,230.0500030517578,38671
2011-02-02,230.0,236.89999389648438,225.25,230.3000030517578,135985
2011-02-03,229.5,238.10000610351562,224.75,230.39999389648438,77244
2011-02-04,234.8000030517578,239.85000610351562,230.0,231.39999389648438,77353
2011-02-07,232.0,234.89999389648438,229.9499969482422,230.10000610351562,51904
2011-02-08,230.0,233.0,229.10000610351562,230.0,60270
2011-02-09,228.0,232.8000030517578,225.0,227.39999389648438,97368
2011-02-10,226.0,229.5,215.10000610351562,219.64999389648438,102535
2011-02-11,220.0,244.89999389648438,216.25,235.4499969482422,162909
2011-02-14,237.39999389648438,256.79998779296875,231.5,249.85000610351562,76335
2011-02-15,244.64999389648438,258.5,244.64999389648438,250.9499969482422,177031
2011-02-16,270.0,295.04998779296875,265.29998779296875,271.0,841724
2011-02-17,261.45001220703125,294.0,261.45001220703125,289.3999938964844,636224
2011-02-18,290.8500061035156,311.5,272.0,288.0,650537
2011-02-21,288.0,289.8500061035156,267.5,275.29998779296875,120543
2011-02-22,271.75,289.70001220703125,270.20001220703125,276.1000061035156,305239
2011-02-23,276.1000061035156,287.0,276.0,280.79998779296875,101369
2011-02-24,280.79998779296875,282.0,272.0,274.8999938964844,73929
2011-02-25,274.0,275.0,251.0,259.20001220703125,65562
2011-02-28,259.8500061035156,272.0,245.5,254.9499969482422,265283
2011-03-01,259.6499938964844,268.79998779296875,254.14999389648438,257.8500061035156,167746
2011-03-03,260.0,279.29998779296875,257.0,274.1000061035156,276553
2011-03-04,276.0,277.8999938964844,270.0,273.20001220703125,91870
2011-03-07,270.0,289.79998779296875,253.0,282.1499938964844,303600
2011-03-08,284.0,288.8999938964844,280.8500061035156,282.70001220703125,163113
2011-03-09,330.0,330.0,284.0,289.1499938964844,129488
2011-03-10,290.0,293.70001220703125,278.1000061035156,287.79998779296875,123698
2011-03-11,287.0,289.0,284.0,287.1000061035156,81876
2011-03-14,288.95001220703125,288.95001220703125,283.29998779296875,284.1499938964844,37867
2011-03-15,255.0,285.0,255.0,279.25,135339
2011-03-16,275.20001220703125,287.95001220703125,273.1499938964844,279.45001220703125,68034
2011-03-17,275.8500061035156,286.8999938964844,275.8500061035156,280.3500061035156,58632
2011-03-18,283.8500061035156,291.79998779296875,275.1000061035156,286.1000061035156,143819
2011-03-21,288.04998779296875,291.79998779296875,278.3999938964844,280.8500061035156,102141
2011-03-22,279.8500061035156,285.0,278.3999938964844,280.1000061035156,70819
2011-03-23,280.5,282.0,278.0,278.70001220703125,46034
2011-03-24,280.75,284.70001220703125,279.29998779296875,281.8500061035156,80705
2011-03-25,282.0,286.0,278.5,282.70001220703125,80354
2011-03-28,282.8500061035156,289.0,278.54998779296875,286.54998779296875,78900
2011-03-29,287.3999938964844,289.95001220703125,282.25,283.29998779296875,42318
2011-03-30,285.29998779296875,288.5,279.20001220703125,281.3500061035156,56008
2011-03-31,282.29998779296875,302.6499938964844,281.3500061035156,288.3500061035156,476744
2011-04-01,287.3999938964844,303.70001220703125,286.0,300.75,115553
2011-04-04,303.0,305.25,295.20001220703125,302.04998779296875,147941
2011-04-05,302.5,303.0,291.0,300.8500061035156,79685
2011-04-06,301.3999938964844,314.0,295.1000061035156,297.20001220703125,151095
2011-04-07,292.0,304.8999938964844,292.0,299.8500061035156,148420
2011-04-08,300.0,307.75,295.29998779296875,304.70001220703125,102464
2011-04-11,304.8999938964844,321.79998779296875,304.8999938964844,316.6499938964844,311459
2011-04-13,315.04998779296875,327.8999938964844,310.20001220703125,324.79998779296875,347248
2011-04-15,327.3500061035156,339.8999938964844,326.5,337.04998779296875,225456
2011-04-18,340.1000061035156,349.70001220703125,334.0,342.04998779296875,1153020
2011-04-19,342.54998779296875,354.0,336.0,351.54998779296875,199031
2011-04-20,356.54998779296875,359.8999938964844,349.1499938964844,352.0,417686
2011-04-21,356.70001220703125,356.70001220703125,316.0,317.75,337799
2011-04-25,320.0,328.79998779296875,316.0,324.8500061035156,575165
2011-04-26,326.0,326.0,305.1499938964844,308.8500061035156,239491
2011-04-27,309.75,324.79998779296875,309.04998779296875,321.95001220703125,144292
2011-04-28,324.25,335.0,324.25,329.29998779296875,504198
2011-04-29,330.20001220703125,331.25,322.0,328.3500061035156,119741
2011-05-02,329.79998779296875,329.79998779296875,315.6000061035156,319.5,67622
2011-05-03,318.29998779296875,323.0,311.0,321.20001220703125,65487
2011-05-04,319.0,327.5,313.04998779296875,319.5,64171
2011-05-05,320.54998779296875,324.95001220703125,317.0,323.3999938964844,35697
2011-05-06,325.1000061035156,326.70001220703125,318.1499938964844,323.29998779296875,267320
2011-05-09,320.0,323.3999938964844,315.0,322.29998779296875,68525
2011-05-10,322.8999938964844,324.25,320.79998779296875,323.95001220703125,50411
2011-05-11,319.29998779296875,327.5,319.0,322.1499938964844,168616
2011-05-12,318.70001220703125,325.0,317.1000061035156,318.70001220703125,252088
2011-05-13,312.25,323.5,305.1000061035156,316.6000061035156,170816
2011-05-16,314.0,320.20001220703125,309.0,312.8999938964844,94952
2011-05-17,316.3999938964844,318.8999938964844,306.20001220703125,310.0,62083
2011-05-18,312.79998779296875,318.8999938964844,302.0,317.29998779296875,68039
2011-05-19,318.5,325.0,315.1000061035156,321.6499938964844,422831
2011-05-20,327.6000061035156,327.8999938964844,315.0,316.79998779296875,72557
2011-05-23,318.04998779296875,318.04998779296875,309.70001220703125,312.8500061035156,16517
2011-05-24,315.95001220703125,318.6000061035156,299.6000061035156,309.54998779296875,63950
2011-05-25,309.0,312.3500061035156,300.95001220703125,303.0,26236
2011-05-26,305.75,307.6000061035156,301.04998779296875,303.1000061035156,21299
2011-05-27,305.75,308.95001220703125,303.95001220703125,308.0,26409
2011-05-30,310.79998779296875,316.8999938964844,310.79998779296875,315.1499938964844,22916
2011-05-31,317.70001220703125,332.95001220703125,306.6000061035156,316.1000061035156,373858
2011-06-01,320.1499938964844,324.0,316.0,317.29998779296875,658230
2011-06-02,315.79998779296875,323.0,307.1000061035156,316.0,191447
2011-06-03,316.8500061035156,322.79998779296875,315.1000061035156,316.54998779296875,93069
2011-06-06,316.8500061035156,319.0,314.5,316.79998779296875,49734
2011-06-07,317.0,321.79998779296875,313.1000061035156,317.5,74575
2011-06-08,316.79998779296875,325.0,316.79998779296875,324.3500061035156,115578
2011-06-09,325.0,329.8999938964844,320.0,325.54998779296875,107768
2011-06-10,325.8500061035156,332.0,322.25,330.6499938964844,97167
2011-06-13,332.0,349.70001220703125,332.0,346.70001220703125,425267
2011-06-14,345.0,350.0,340.5,346.54998779296875,248151
2011-06-15,346.3500061035156,347.8999938964844,339.0,342.1499938964844,239559
2011-06-16,340.29998779296875,341.79998779296875,330.0,330.20001220703125,113469
2011-06-17,330.0,338.0,324.1000061035156,335.54998779296875,143608
2011-06-20,337.29998779296875,339.70001220703125,312.3500061035156,333.1499938964844,209950
2011-06-21,334.04998779296875,337.95001220703125,331.8500061035156,335.75,143511
2011-06-22,336.25,336.25,325.04998779296875,330.0,104901
2011-06-23,331.6499938964844,331.6499938964844,321.25,323.29998779296875,77790
2011-06-24,329.8999938964844,334.5,324.5,330.54998779296875,446367
2011-06-27,330.25,337.45001220703125,328.0,333.29998779296875,50451
2011-06-28,330.95001220703125,344.6499938964844,328.6499938964844,338.3500061035156,209342
2011-06-29,338.54998779296875,345.0,335.0,342.8500061035156,123570
2011-06-30,346.25,356.3500061035156,345.0,351.29998779296875,470475
2011-07-01,354.79998779296875,359.0,345.1499938964844,348.1000061035156,146119
2011-07-04,348.25,348.25,338.29998779296875,339.75,96020
2011-07-05,341.8999938964844,343.3999938964844,332.1000061035156,334.8500061035156,91075
2011-07-06,342.6000061035156,344.0,333.5,338.6499938964844,87298
2011-07-07,341.8500061035156,353.45001220703125,336.5,347.3500061035156,246507
2011-07-08,347.29998779296875,351.5,339.0,341.3500061035156,37424
2011-07-11,343.79998779296875,349.6499938964844,340.1499938964844,345.70001220703125,53851
2011-07-12,340.95001220703125,348.0,340.5,345.04998779296875,258195
2011-07-13,344.1000061035156,348.95001220703125,342.1499938964844,344.45001220703125,87741
2011-07-14,345.95001220703125,348.3999938964844,338.29998779296875,343.5,196769
2011-07-15,343.3500061035156,347.5,339.0,343.45001220703125,687090
2011-07-18,344.79998779296875,357.79998779296875,342.54998779296875,345.04998779296875,174533
2011-07-19,347.3999938964844,349.70001220703125,344.5,345.6000061035156,45415
2011-07-20,347.8999938964844,347.8999938964844,331.29998779296875,334.3500061035156,285921
2011-07-21,330.04998779296875,337.79998779296875,314.0,332.1000061035156,596620
2011-07-22,335.1000061035156,338.0,325.1000061035156,333.29998779296875,252851
2011-07-25,334.5,343.75,330.04998779296875,341.8999938964844,142497
